school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
Colorado State,2000,12,10,2,0,,14,6.8,7.5,32.9,27.3,Sonny,Lubick,
Colorado State,2001,12,7,5,0,24,,-0.3,6.1,31.4,27,Sonny,Lubick,
Colorado State,2002,14,10,4,0,,,5.7,10.2,36.9,28.7,Sonny,Lubick,
Colorado State,2003,13,7,6,0,23,,4.7,11,38.5,29.5,Sonny,Lubick,
Colorado State,2004,11,4,7,0,,,-0.7,-0.9,32.2,33.4,Sonny,Lubick,
Colorado State,2005,12,6,6,0,,,-3.6,-2.9,31.4,34.3,Sonny,Lubick,
Colorado State,2006,12,4,8,0,,,-7.4,-5.4,18.9,23.2,Sonny,Lubick,
Colorado State,2007,12,3,9,0,,,-6.1,-7.7,27.2,35.4,Sonny,Lubick,
Ole Miss,2017,12,6,6,0,,,1.6,11.6,38.9,28.8,Matt,Luke,
Ole Miss,2018,12,5,7,0,,,3.5,9.8,42.1,31.2,Matt,Luke,
Ole Miss,2019,12,4,8,0,,,6.5,2.9,28.6,23.8,Matt,Luke,
Georgia Southern,2017,6,2,4,0,,,-17.4,-15.8,18.3,35.5,Chad,Lunsford,2017-11-27T00:00:00.000Z
Georgia Southern,2018,13,10,3,0,,,-0.4,-2.4,27.9,31.6,Chad,Lunsford,2017-11-27T00:00:00.000Z
Georgia Southern,2019,13,7,6,0,,,-1.0,-4.5,22.2,27.4,Chad,Lunsford,2017-11-27T00:00:00.000Z
Ball State,1998,11,1,10,0,,,-24.5,-22.2,16.5,36.7,Bill,Lynch,
Ball State,1999,11,0,11,0,,,-23.9,-29,14.8,40.2,Bill,Lynch,
Ball State,2000,11,5,6,0,,,-11.4,-6.7,29.2,34.8,Bill,Lynch,
Ball State,2001,11,5,6,0,,,-9.3,-12,24.5,34.4,Bill,Lynch,
Ball State,2002,12,6,6,0,,,-10.0,-10.6,27.1,35.5,Bill,Lynch,
Indiana,2007,13,7,6,0,,,0.1,-0.2,27.9,29.3,Bill,Lynch,
Indiana,2008,12,3,9,0,,,-15.4,-8.3,24.3,31.6,Bill,Lynch,
Indiana,2009,12,4,8,0,,,-6.3,-6.7,25.4,30.4,Bill,Lynch,
Indiana,2010,12,5,7,0,,,-9.0,-5.3,28.4,33.5,Bill,Lynch,
San José State,2010,13,1,12,0,,,-14.2,-17.1,21.3,37,Mike,MacIntyre,
San José State,2011,12,5,7,0,,,-7.1,-11.9,23.5,35.2,Mike,MacIntyre,
San José State,2012,12,10,2,0,,21,7.2,9.7,35.2,27.3,Mike,MacIntyre,
Colorado,2013,12,4,8,0,,,-3.5,-0.7,28,28.3,Mike,MacIntyre,
Colorado,2014,12,2,10,0,,,-4.1,-5,32.5,38.9,Mike,MacIntyre,
Colorado,2015,13,4,9,0,,,-4.6,-4,25.8,28.5,Mike,MacIntyre,
Colorado,2016,14,10,4,0,,17,15.3,6.3,29.3,21.7,Mike,MacIntyre,
Colorado,2017,12,5,7,0,,,-2.8,2,30.3,30.1,Mike,MacIntyre,
Colorado,2018,11,5,6,0,,,-2.4,-0.7,27,27.2,Mike,MacIntyre,
Arizona,2001,11,5,6,0,,,-4.2,-3.4,37.4,39.2,John,Mackovic,
Arizona,2002,12,4,8,0,,,-3.5,-2.7,26.3,29,John,Mackovic,
Arizona,2003,5,1,4,0,,,-10.9,-7.4,28,34.3,John,Mackovic,
Utah State,2018,1,1,0,0,,,13.9,14.2,36.3,22.5,Frank,Maile,
Arkansas State,2012,12,9,3,0,,,3.6,1.2,32.5,30.2,Gus,Malzahn,
Auburn,2013,14,12,2,0,,2,22.1,25.2,46.8,23.4,Gus,Malzahn,
Auburn,2014,13,8,5,0,6,22,21.1,24.2,45.2,22.1,Gus,Malzahn,
Auburn,2015,13,7,6,0,6,,9.1,14.6,36.1,23.1,Gus,Malzahn,
Auburn,2016,13,8,5,0,,24,16.8,15.3,32.1,18.4,Gus,Malzahn,
Auburn,2017,14,10,4,0,12,10,23.6,24.7,35.4,11,Gus,Malzahn,
Auburn,2018,13,8,5,0,9,,15.0,23.6,36.9,14.1,Gus,Malzahn,
Auburn,2019,13,9,4,0,16,14,22.1,21,33.9,14.9,Gus,Malzahn,
Kansas,2002,12,2,10,0,,,-19.4,-20.9,29,43.7,Mark,Mangino,
Kansas,2003,13,6,7,0,,,-3.1,-5.4,35,38.9,Mark,Mangino,
Kansas,2004,11,4,7,0,,,6.1,9.8,31.5,23.2,Mark,Mangino,
Kansas,2005,12,7,5,0,,,3.1,8.5,22.5,14,Mark,Mangino,
Kansas,2006,12,6,6,0,,,0.4,6.9,27.4,21.6,Mark,Mangino,
Kansas,2007,13,12,1,0,,7,20.5,24.9,40.3,15.2,Mark,Mangino,
Kansas,2008,13,8,5,0,14,,9.8,16,41.9,25.4,Mark,Mangino,
Kansas,2009,12,5,7,0,25,,2.1,8,32.7,23.8,Mark,Mangino,
Syracuse,2009,12,4,8,0,,,-6.3,-2.8,23.3,26.4,Doug,Marrone,
Syracuse,2010,13,8,5,0,,,-2.3,5.3,22.2,18.1,Doug,Marrone,
Syracuse,2011,12,5,7,0,,,-3.3,-2.9,25.2,26.9,Doug,Marrone,
Syracuse,2012,13,8,5,0,,,8.6,5.8,34.3,26.8,Doug,Marrone,
Miami (OH),2014,12,2,10,0,,,-16.1,-18.7,21.5,37.9,Chuck,Martin,2013-12-03T00:00:00.000Z
Miami (OH),2015,12,3,9,0,,,-19.3,-13.5,16.8,29.5,Chuck,Martin,2013-12-03T00:00:00.000Z
Miami (OH),2016,13,6,7,0,,,-7.1,-6.1,23.8,29,Chuck,Martin,2013-12-03T00:00:00.000Z
Miami (OH),2017,12,5,7,0,,,-8.4,-2.2,24.2,26.9,Chuck,Martin,2013-12-03T00:00:00.000Z
Miami (OH),2018,12,6,6,0,,,-2.2,-0.7,26.2,28.4,Chuck,Martin,2013-12-03T00:00:00.000Z
Miami (OH),2019,14,8,6,0,,,-7.0,-9.2,19.8,30,Chuck,Martin,2013-12-03T00:00:00.000Z
Kent State,2004,11,5,6,0,,,-8.9,-10,29.6,37.2,Doug,Martin,
Kent State,2005,11,1,10,0,,,-21.0,-19,11.4,30.3,Doug,Martin,
Kent State,2006,12,6,6,0,,,-11.5,-6.2,18.2,22.2,Doug,Martin,
Kent State,2007,12,3,9,0,,,-16.8,-12.4,21.9,33.4,Doug,Martin,
Kent State,2008,12,4,8,0,,,-13.3,-8.5,27.6,34.6,Doug,Martin,
Kent State,2009,12,5,7,0,,,-14.2,-11.9,16.6,26.4,Doug,Martin,
Kent State,2010,12,5,7,0,,,-14.3,-7.6,15.3,22.2,Doug,Martin,
New Mexico State,2013,12,2,10,0,,,-27.6,-35.1,17.7,52.4,Doug,Martin,
New Mexico State,2014,12,2,10,0,,,-25.5,-23.3,23,43.3,Doug,Martin,
New Mexico State,2015,12,3,9,0,,,-22.3,-18.6,24.5,42.2,Doug,Martin,
New Mexico State,2016,12,3,9,0,,,-18.6,-17.2,23.2,39.5,Doug,Martin,
New Mexico State,2017,13,7,6,0,,,-11.2,-9.4,24.5,32.6,Doug,Martin,
New Mexico State,2018,12,3,9,0,,,-21.7,-20.2,19.2,38,Doug,Martin,
New Mexico State,2019,12,2,10,0,,,-20.0,-22,19,40.3,Doug,Martin,
Vanderbilt,2014,12,3,9,0,,,-9.6,-4.3,22,25.3,Derek,Mason,
Vanderbilt,2015,12,4,8,0,,,-1.9,-1.6,17.8,19.3,Derek,Mason,
Vanderbilt,2016,13,6,7,0,,,2.6,-1.2,25.3,26.3,Derek,Mason,
Vanderbilt,2017,12,5,7,0,,,-5.1,0.6,32.3,29,Derek,Mason,
Vanderbilt,2018,13,6,7,0,,,9.9,7.6,35.6,27.1,Derek,Mason,
Vanderbilt,2019,12,3,9,0,,,-12.6,-10.4,21.8,33.6,Derek,Mason,
Minnesota,1998,11,5,6,0,,,3.3,6.2,29,24,Glen,Mason,
Minnesota,1999,12,8,4,0,,18,14.9,16.8,35.2,19.8,Glen,Mason,
Minnesota,2000,12,6,6,0,,,4.4,1.4,35.7,34.9,Glen,Mason,
Minnesota,2001,11,4,7,0,,,-0.8,0.3,32.3,33,Glen,Mason,
Minnesota,2002,13,8,5,0,,,3.3,7.3,35.9,31.1,Glen,Mason,
Minnesota,2003,13,10,3,0,,20,13.8,12.7,42.1,32.1,Glen,Mason,
Minnesota,2004,12,7,5,0,25,,8.7,10.7,36.2,27.8,Glen,Mason,
Minnesota,2005,12,7,5,0,,,14.2,15.9,40.7,24.7,Glen,Mason,
Minnesota,2006,13,6,7,0,,,4.5,3.8,31.9,27.5,Glen,Mason,
Utah,1998,11,7,4,0,,,0.4,2.2,32.2,31.2,Ron,McBride,
Utah,1999,12,9,3,0,,,8.5,14.5,36.2,23.4,Ron,McBride,
Utah,2000,11,4,7,0,,,1.0,-2.1,23.3,25.4,Ron,McBride,
Utah,2001,12,8,4,0,,,8.9,12.8,33,21.1,Ron,McBride,
Utah,2002,11,5,6,0,,,-2.1,-5.4,23.7,29,Ron,McBride,
Iowa State,1998,11,3,8,0,,,-2.8,-4.5,28.7,33,Dan,McCarney,
Iowa State,1999,11,4,7,0,,,-1.5,-1,28.8,30,Dan,McCarney,
Iowa State,2000,12,9,3,0,,25,4.9,8.3,37.4,31.1,Dan,McCarney,
Iowa State,2001,12,7,5,0,,,3.8,4.4,29.8,26.9,Dan,McCarney,
Iowa State,2002,14,7,7,0,,,7.1,14.5,40.5,28.4,Dan,McCarney,
Iowa State,2003,12,2,10,0,,,-14.2,-9.6,28.7,35.9,Dan,McCarney,
Iowa State,2004,12,7,5,0,,,-0.1,3.9,28.1,25.4,Dan,McCarney,
Iowa State,2005,12,7,5,0,,,11.5,13,27.7,14.7,Dan,McCarney,
Iowa State,2006,12,4,8,0,,,-10.7,-6.7,24.7,31.5,Dan,McCarney,
North Texas,2011,12,5,7,0,,,-11.5,-18.1,18.7,36.2,Dan,McCarney,
North Texas,2012,12,4,8,0,,,-10.2,-14.4,21.4,34.9,Dan,McCarney,
North Texas,2013,13,9,4,0,,,2.7,1,25.1,23.1,Dan,McCarney,
North Texas,2014,12,4,8,0,,,-15.8,-9.4,20.2,31.2,Dan,McCarney,
North Texas,2015,5,0,5,0,,,-24.4,-25,13.3,39.2,Dan,McCarney,
Middle Tennessee,1999,11,3,8,0,,,-25.5,-35.1,15.6,43.3,Andy,McCollum,
Middle Tennessee,2000,11,6,5,0,,,-6.9,-14.5,30.4,40.8,Andy,McCollum,
Middle Tennessee,2001,11,8,3,0,,,-2.2,-7.6,35.4,40.4,Andy,McCollum,
Middle Tennessee,2002,12,4,8,0,,,-7.2,-13,27.6,37.5,Andy,McCollum,
Middle Tennessee,2003,12,4,8,0,,,-9.2,-15.7,30.4,42.2,Andy,McCollum,
Middle Tennessee,2004,11,5,6,0,,,-13.9,-12,26.3,35.7,Andy,McCollum,
Middle Tennessee,2005,11,4,7,0,,,-12.4,-15.3,14.6,29.9,Andy,McCollum,
Colorado State,2012,12,4,8,0,,,-13.0,-9.7,19.7,30.3,Jim,McElwain,
Colorado State,2013,14,8,6,0,,,-0.9,3,31.8,29.5,Jim,McElwain,
Colorado State,2014,12,10,2,0,,,3.1,4.5,33.2,29.2,Jim,McElwain,
Florida,2015,14,10,4,0,,25,9.7,13.8,26.7,15.8,Jim,McElwain,
Florida,2016,13,9,4,0,25,14,12.4,15.4,26.6,14,Jim,McElwain,
Florida,2017,7,3,4,0,17,,-0.9,10.1,30.8,22.4,Jim,McElwain,
Central Michigan,2019,14,8,6,0,,,-6.3,-4.4,26,29,Jim,McElwain,
UAB,2012,12,3,9,0,,,-17.9,-11.1,26.6,38.2,Garrick,McGee,
UAB,2013,12,2,10,0,,,-23.7,-20.8,24.1,46.5,Garrick,McGee,
Hawai'i,2008,14,7,7,0,,,-7.9,-7.6,23.8,29.7,Greg,McMackin,
Hawai'i,2009,13,6,7,0,,,-11.8,-8.8,29,35.9,Greg,McMackin,
Hawai'i,2010,14,10,4,0,,,7.4,12.8,39.5,26.4,Greg,McMackin,
Hawai'i,2011,12,6,7,0,,,-8.6,-2.1,29.5,31.2,Greg,McMackin,
Indiana,2011,12,1,11,0,,,-14.0,-16.9,21.8,38.5,Greg,McMackin,
East Carolina,2010,13,6,7,0,,,-7.5,-5.3,33.2,39.7,Ruffin,McNeill,
East Carolina,2011,12,5,7,0,,,-8.7,-3,26.8,29.8,Ruffin,McNeill,
East Carolina,2012,13,8,5,0,,,-8.7,-5.5,27.5,33,Ruffin,McNeill,
East Carolina,2013,13,10,3,0,,,4.9,7.5,33.3,23.8,Ruffin,McNeill,
East Carolina,2014,13,8,5,0,,,1.0,8.5,34.7,24.6,Ruffin,McNeill,
East Carolina,2015,12,5,7,0,,,1.8,-0.5,28.6,27.9,Ruffin,McNeill,
BYU,2005,12,6,6,0,,,2.7,2.8,35.3,32.5,Bronco,Mendenhall,
BYU,2006,13,11,2,0,,16,19.5,21.9,37.5,16.6,Bronco,Mendenhall,
BYU,2007,13,11,2,0,,14,10.0,15.4,31.8,16,Bronco,Mendenhall,
BYU,2008,13,10,3,0,16,25,5.9,12.2,38.3,26.3,Bronco,Mendenhall,
BYU,2009,13,11,2,0,20,12,8.4,12.7,34,20.7,Bronco,Mendenhall,
BYU,2010,13,7,6,0,,,2.4,3.3,24.6,22.5,Bronco,Mendenhall,
BYU,2011,13,10,3,0,,,4.2,6.9,26.5,19.2,Bronco,Mendenhall,
BYU,2012,13,8,5,0,,,11.8,10.9,26.3,15,Bronco,Mendenhall,
BYU,2013,13,8,5,0,,,11.2,10,28.3,18.9,Bronco,Mendenhall,
BYU,2014,13,8,5,0,,,3.4,10.2,33.1,24.1,Bronco,Mendenhall,
BYU,2015,13,9,4,0,,,8.4,8.7,31.9,24.6,Bronco,Mendenhall,
Virginia,2016,12,2,10,0,,,-5.4,-3.8,25.4,28.5,Bronco,Mendenhall,
Virginia,2017,13,6,7,0,,,-0.8,0.8,25,23.3,Bronco,Mendenhall,
Virginia,2018,13,8,5,0,,,7.6,7.1,29.7,22,Bronco,Mendenhall,
Virginia,2019,14,9,5,0,,,6.3,6.3,30.4,25.2,Bronco,Mendenhall,
Bowling Green,2001,11,8,3,0,,,5.7,8.6,33.8,27.3,Urban,Meyer,
Bowling Green,2002,12,9,3,0,,,3.2,1.2,41.3,39.9,Urban,Meyer,
Utah,2003,12,10,2,0,,21,9.4,13.4,35.2,23,Urban,Meyer,
Utah,2004,12,12,0,0,20,4,24.9,23.6,49.3,29.4,Urban,Meyer,
Florida,2005,12,9,3,0,10,12,12.6,6.7,26.3,19.6,Urban,Meyer,
Florida,2006,14,13,1,0,7,1,21.4,26.5,36,8.4,Urban,Meyer,
Florida,2007,13,9,4,0,6,13,22.2,28.8,50.1,21.9,Urban,Meyer,
Florida,2008,14,13,1,0,5,1,33.9,34.7,43.7,11.2,Urban,Meyer,
Florida,2009,14,13,1,0,1,3,25.6,32.8,39.4,8,Urban,Meyer,
Florida,2010,13,8,5,0,4,,11.8,14,29.3,15.6,Urban,Meyer,
Ohio State,2012,12,12,0,0,18,3,11.7,23.8,40.6,17.5,Urban,Meyer,
Ohio State,2013,14,12,2,0,2,12,19.2,28.4,48.8,23.4,Urban,Meyer,
Ohio State,2014,15,14,1,0,5,1,23.9,25.8,45.6,20.1,Urban,Meyer,
Ohio State,2015,13,12,1,0,1,4,21.9,29.5,41.3,13.5,Urban,Meyer,
Ohio State,2016,13,11,2,0,6,6,23.3,22.4,35.6,15,Urban,Meyer,
Ohio State,2017,14,12,2,0,2,5,25.6,30.9,42.9,12.8,Urban,Meyer,
Ohio State,2018,11,10,1,0,5,,18.1,24.1,44.4,21.2,Urban,Meyer,
Oklahoma State,2001,11,4,7,0,,,-1.0,2.2,31.1,30,Les,Miles,
Oklahoma State,2002,13,8,5,0,,,6.5,7.9,40.7,34.9,Les,Miles,
Oklahoma State,2003,13,9,4,0,24,,8.5,12.2,42.6,33.4,Les,Miles,
Oklahoma State,2004,12,7,5,0,,,10.9,13.1,40.3,29.7,Les,Miles,
LSU,2005,13,11,2,0,5,6,16.7,20.3,32,11.7,Les,Miles,
LSU,2006,13,11,2,0,8,3,21.9,31.6,39.2,6.8,Les,Miles,
LSU,2007,14,12,2,0,2,1,22.2,28.9,41.9,14.1,Les,Miles,
LSU,2008,13,8,5,0,7,,7.3,20.8,35.7,17.5,Les,Miles,
LSU,2009,13,9,4,0,11,17,14.3,23,30.8,10.3,Les,Miles,
LSU,2010,13,11,2,0,21,8,17.2,20.4,33.1,14.8,Les,Miles,
LSU,2011,14,13,1,0,4,2,29.9,31.9,37.5,7.7,Les,Miles,
LSU,2012,13,10,3,0,3,14,19.2,23.7,34.5,12.1,Les,Miles,
LSU,2013,13,10,3,0,12,14,18.9,28.7,45.2,18.7,Les,Miles,
LSU,2014,13,8,5,0,13,,13.9,21.5,34.2,13.3,Les,Miles,
LSU,2015,12,9,3,0,14,16,16.2,19.7,41.3,21.8,Les,Miles,
LSU,2016,4,2,2,0,5,13,21.2,25.3,34.2,9,Les,Miles,
Kansas,2019,12,3,9,0,,,-5.1,-9.8,26.2,34.8,Les,Miles,
Georgia State,2013,12,0,12,0,,,-22.9,-32.6,13.3,44.4,Trent,Miles,
Georgia State,2014,12,1,11,0,,,-26.4,-22.8,22.8,45.9,Trent,Miles,
Georgia State,2015,13,6,7,0,,,-11.0,-6.7,28,31.9,Trent,Miles,
Georgia State,2016,10,1,8,0,,,-14.6,-12.1,17.3,26.7,Trent,Miles,
Cincinnati,1998,11,2,9,0,,,-18.3,-18.7,31.5,44.2,Rick,Minter,
Cincinnati,1999,11,3,8,0,,,3.9,7.8,34.2,28.2,Rick,Minter,
Cincinnati,2000,12,7,5,0,,,-2.2,1.4,29.6,29,Rick,Minter,
Cincinnati,2001,12,7,5,0,,,-2.6,-3.5,30.3,33.7,Rick,Minter,
Cincinnati,2002,14,7,7,0,,,4.5,10.7,36.5,28.1,Rick,Minter,
Cincinnati,2003,12,5,7,0,,,-4.9,-3.1,30.1,33.3,Rick,Minter,
Coastal Carolina,2018,12,5,7,0,,,-15.9,-17.2,28.1,45.7,Joe,Moglia,
UMass,2012,12,1,11,0,,,-29.4,-34.4,8.4,43.1,Charley,Molnar,
UMass,2013,12,1,11,0,,,-24.3,-36.1,6.4,40.7,Charley,Molnar,
Army,2014,12,4,8,0,,,-16.4,-16.9,25.2,40.9,Jeff,Monken,2013-12-24T00:00:00.000Z
Army,2015,12,2,10,0,,,-11.5,-21.7,20.3,39,Jeff,Monken,2013-12-24T00:00:00.000Z
Army,2016,13,8,5,0,,,-5.2,-9.9,22.2,29.2,Jeff,Monken,2013-12-24T00:00:00.000Z
Army,2017,13,10,3,0,,,0.9,-5.3,32.1,35,Jeff,Monken,2013-12-24T00:00:00.000Z
Army,2018,13,11,2,0,,,9.5,-1.5,29.4,28.7,Jeff,Monken,2013-12-24T00:00:00.000Z
Army,2019,13,5,8,0,,,-5.8,-2.1,28.6,30.4,Jeff,Monken,2013-12-24T00:00:00.000Z
Southern Mississippi,2013,12,1,11,0,,,-27.9,-24.5,13.6,36.5,Todd,Monken,
Southern Mississippi,2014,12,3,9,0,,,-13.9,-15.9,19,34.8,Todd,Monken,
Southern Mississippi,2015,14,9,5,0,,,1.8,1.4,31.3,31.1,Todd,Monken,
Tulsa,2015,13,6,7,0,,,-5.3,-8.5,32.4,41.2,Philip,Montgomery,2014-12-11T00:00:00.000Z
Tulsa,2016,13,10,3,0,,,5.9,7.4,34.6,27.6,Philip,Montgomery,2014-12-11T00:00:00.000Z
Tulsa,2017,12,2,10,0,,,-8.7,-10.7,27.3,37.8,Philip,Montgomery,2014-12-11T00:00:00.000Z
Tulsa,2018,12,3,9,0,,,-12.0,-11.2,22.9,32.3,Philip,Montgomery,2014-12-11T00:00:00.000Z
Tulsa,2019,12,4,8,0,,,-0.1,-2.5,24.6,25.2,Philip,Montgomery,2014-12-11T00:00:00.000Z
East Carolina,2016,12,3,9,0,,,-13.2,-9,27.2,35.1,Scottie,Montgomery,
East Carolina,2017,12,3,9,0,,,-14.8,-14,27.2,41.8,Scottie,Montgomery,
East Carolina,2018,11,3,8,0,,,-15.7,-14.9,18.3,34.2,Scottie,Montgomery,
Miami (OH),2005,11,7,4,0,,,2.9,0.3,27.6,27.3,Shane,Montgomery,
Miami (OH),2006,12,2,10,0,,,-13.1,-13,16.1,27.5,Shane,Montgomery,
Miami (OH),2007,13,6,7,0,,,-11.9,-11.8,18.9,29.4,Shane,Montgomery,
Miami (OH),2008,12,2,10,0,,,-20.0,-15.8,16.1,33.8,Shane,Montgomery,
Mississippi State,2018,13,8,5,0,18,,19.8,23.2,34.6,10.5,Joe,Moorhead,
Mississippi State,2019,13,6,7,0,,,5.0,3.5,33.1,28.7,Joe,Moorhead,
UCLA,2012,14,9,5,0,,,9.1,14.8,36.8,22.8,Jim,Mora,
UCLA,2013,13,10,3,0,21,16,20.2,20,39,20.4,Jim,Mora,
UCLA,2014,13,10,3,0,7,10,15.5,17.7,39.9,23,Jim,Mora,
UCLA,2015,13,8,5,0,13,,9.9,18.6,42.4,22.6,Jim,Mora,
UCLA,2016,12,4,8,0,16,,3.4,9.1,27.5,17.3,Jim,Mora,
UCLA,2017,11,5,6,0,,,0.8,4.9,39.3,34.5,Jim,Mora,
SMU,2015,12,2,10,0,,,-13.1,-17.5,27.3,42.3,Chad,Morris,
SMU,2016,12,5,7,0,,,-8.3,-10.8,24.3,32.6,Chad,Morris,
SMU,2017,13,7,6,0,,,-2.0,-2.9,35.4,37.4,Chad,Morris,
Arkansas,2018,12,2,10,0,,,-7.2,4.5,29.7,25.7,Chad,Morris,
Arkansas,2019,10,2,8,0,,,-7.6,-10.6,21.7,32.3,Chad,Morris,
Kentucky,2001,11,2,9,0,,,-1.1,2.4,35.6,34.1,Guy,Morriss,
Kentucky,2002,12,7,5,0,,,4.3,3.2,35.9,34,Guy,Morriss,
Baylor,2003,12,3,9,0,,,-17.0,-16.2,27,39.9,Guy,Morriss,
Baylor,2004,11,3,8,0,,,-11.3,-8,32.6,38.7,Guy,Morriss,
Baylor,2005,11,5,6,0,,,0.3,1.2,20.2,19,Guy,Morriss,
Baylor,2006,12,4,8,0,,,-8.7,-3.6,22.6,27.8,Guy,Morriss,
Baylor,2007,12,3,9,0,,,-14.4,-13.6,23.5,34.5,Guy,Morriss,
Mississippi State,2009,12,5,7,0,,,7.1,4.7,27.8,24.1,Dan,Mullen,
Mississippi State,2010,13,9,4,0,,15,12.1,10.6,32,20.9,Dan,Mullen,
Mississippi State,2011,13,7,6,0,20,,5.9,8,26,18.2,Dan,Mullen,
Mississippi State,2012,13,8,5,0,,,8.0,8.1,32.9,25.1,Dan,Mullen,
Mississippi State,2013,13,7,6,0,,,9.1,10.7,34.6,22.2,Dan,Mullen,
Mississippi State,2014,13,10,3,0,,11,20.0,22.2,43.2,20.7,Dan,Mullen,
Mississippi State,2015,13,9,4,0,,,15.5,15.1,40.2,23.8,Dan,Mullen,
Mississippi State,2016,13,6,7,0,,,3.5,5.4,34.5,27.8,Dan,Mullen,
Mississippi State,2017,12,8,4,0,,19,14.1,16,32.4,18.1,Dan,Mullen,
Florida,2018,13,10,3,0,,,19.3,23,38.6,17.4,Dan,Mullen,
Florida,2019,13,11,2,0,8,6,19.8,24,37.8,15.5,Dan,Mullen,
Army,2003,7,0,7,0,,,-24.5,-28.2,18.8,42.4,John,Mumford,
Kentucky,1998,12,7,5,0,,,7.6,10.3,44.8,36.8,Hal,Mumme,
Kentucky,1999,12,6,6,0,,,2.0,3.1,35.2,33.4,Hal,Mumme,
Kentucky,2000,11,2,9,0,,,-7.9,-5.6,32.9,37.3,Hal,Mumme,
New Mexico State,2005,12,0,12,0,,,-26.0,-29.2,12.8,42,Hal,Mumme,
New Mexico State,2006,12,4,8,0,,,-9.3,-10.2,26.6,35.7,Hal,Mumme,
New Mexico State,2007,13,4,9,0,,,-20.9,-18.7,24.2,40.4,Hal,Mumme,
New Mexico State,2008,12,3,9,0,,,-18.9,-21.7,17.1,36.9,Hal,Mumme,
Florida,2011,13,7,6,0,22,,8.0,14.7,28.6,15.9,Will,Muschamp,
Florida,2012,13,11,2,0,23,9,20.7,28,32.2,6.6,Will,Muschamp,
Florida,2013,12,4,8,0,10,,8.3,9,25.8,15.9,Will,Muschamp,
Florida,2014,11,6,5,0,,,9.6,17.3,29.8,14.1,Will,Muschamp,
South Carolina,2016,13,6,7,0,,,-2.8,-4,22.7,27.5,Will,Muschamp,
South Carolina,2017,13,9,4,0,,,7.3,7.8,28.4,19.7,Will,Muschamp,
South Carolina,2018,13,7,6,0,,,9.7,14.9,36.4,23.6,Will,Muschamp,
South Carolina,2019,12,4,8,0,,,2.1,4.8,23.4,20.8,Will,Muschamp,
Hawai'i,2015,4,1,3,0,,,-21.7,-16.3,16.6,35.1,Chris,Naeole,
Louisiana,2018,14,7,7,0,,,-7.4,-6.9,30.5,38.9,Billy,Napier,2017-12-15T00:00:00.000Z
Louisiana,2019,14,11,3,0,,,7.7,9.6,36.7,28.3,Billy,Napier,2017-12-15T00:00:00.000Z
Pittsburgh,2015,13,8,5,0,,,8.9,11.1,33.9,22.4,Pat,Narduzzi,2014-12-16T00:00:00.000Z
Pittsburgh,2016,13,8,5,0,,,10.6,13.1,43,29.4,Pat,Narduzzi,2014-12-16T00:00:00.000Z
Pittsburgh,2017,12,5,7,0,,,3.9,6,31.4,25,Pat,Narduzzi,2014-12-16T00:00:00.000Z
Pittsburgh,2018,14,7,7,0,,,5.8,2.7,29,26.6,Pat,Narduzzi,2014-12-16T00:00:00.000Z
Pittsburgh,2019,13,8,5,0,,,-0.5,4.1,20.4,16,Pat,Narduzzi,2014-12-16T00:00:00.000Z
West Virginia,1998,12,8,4,0,11,,15.0,16.3,40.8,27.7,Don,Nehlen,
West Virginia,1999,11,4,7,0,,,2.6,2.8,33.2,31.9,Don,Nehlen,
West Virginia,2000,12,7,5,0,,,4.9,12.2,41.3,32,Don,Nehlen,
Ball State,2016,12,4,8,0,,,-12.2,-7,28.2,35.1,Mike,Neu,2016-01-17T00:00:00.000Z
Ball State,2017,12,2,10,0,,,-27.9,-19.7,20.3,37.7,Mike,Neu,2016-01-17T00:00:00.000Z
Ball State,2018,12,4,8,0,,,-16.4,-18.9,22.5,40.2,Mike,Neu,2016-01-17T00:00:00.000Z
Ball State,2019,12,5,7,0,,,-4.9,-4.5,29.5,32.6,Mike,Neu,2016-01-17T00:00:00.000Z
Colorado,1998,12,8,4,0,,,9.3,11.6,33.2,23.1,Rick,Neuheisel,
Washington,1999,12,7,5,0,,,5.3,11.6,37.2,27.6,Rick,Neuheisel,
Washington,2000,12,11,1,0,13,3,17.4,21.7,42.5,23.5,Rick,Neuheisel,
Washington,2001,12,8,4,0,15,19,6.1,11.6,41.1,32.5,Rick,Neuheisel,
Washington,2002,13,7,6,0,9,,9.7,12.4,39.8,29.8,Rick,Neuheisel,
UCLA,2008,12,4,8,0,,,-5.7,-0.1,18.7,19.6,Rick,Neuheisel,
UCLA,2009,13,7,6,0,,,3.1,4.6,24.3,21.6,Rick,Neuheisel,
UCLA,2010,12,4,8,0,,,1.3,3.9,26.5,24.1,Rick,Neuheisel,
UCLA,2011,12,6,6,0,,,-0.9,3.5,32,29,Rick,Neuheisel,
Navy,2007,1,0,1,0,,,-2.2,-9.8,32.6,41.6,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2008,13,8,5,0,,,3.1,-3.5,25.3,30.2,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
Navy,2009,14,10,4,0,,,4.5,-2.9,24.4,28,Ken,Niumatalolo,2007-12-08T00:00:00.000Z
